moisture,temperature,ph,pythium_risk,phytophthora_risk,rhizoctonia_risk,southern_blight_risk
49.963209507789,21.54264209339765,6.501985573992575,0,0,0,0
96.05714451279329,21.174469976799998,7.319013152549952,0,0,0,0
78.5595153449124,37.65636451302592,7.160563254265557,0,0,0,0
67.89267873576293,21.238654996237653,5.038649666428208,0,0,0,0
32.48149123539492,21.798743153215774,5.022373144095159,0,0,0,0
32.47956162689621,33.98495656044909,5.438610287107196,0,0,0,0
24.64668897345596,26.2434960612635,5.76376154219363,0,0,0,0
89.29409166199481,34.417763923879534,5.929594534929689,0,0,0,1
68.0892009394567,16.63415393910963,6.878940258916709,0,0,0,0
76.64580622368364,27.189279841834608,4.698381512580424,0,0,0,0
21.646759543664196,15.840340004582066,4.621354464791232,0,0,0,0
97.59278817295954,16.566330086383864,5.871686970303681,1,0,0,0
86.59541126403374,37.66093633361027,6.940072922482932,0,0,0,0
36.987128854262096,18.48113427793988,5.177023700347689,0,0,0,0
34.54599737656805,28.31051705688043,6.74526568439688,0,0,0,0
34.6723607882747,25.277390065017663,5.409398482791048,0,0,0,0
44.33937943676302,23.683583156471066,7.601301380847307,0,0,0,0
61.98051453057903,37.49583364218181,7.634914804933158,0,0,0,0
54.55560149136926,15.545584919387238,5.540505214984643,0,0,0,0
43.298331215843355,31.594742154389728,5.304978138871341,0,0,0,0
68.94823157779035,39.08486085533876,5.939563902231809,0,0,0,0
31.15950885216335,29.00420458654605,5.341860548130521,0,0,0,0
43.37157188281745,38.420561550827294,6.853343451520963,0,0,0,0
49.308947463495336,16.306446982150593,7.391226395918999,0,0,0,0
56.48559873736288,25.469832976854036,6.85582245818926,0,0,0,0
82.81407691144109,21.503944774051277,7.385226565372723,0,0,0,0
35.97390257266878,33.270524124518246,5.889472567726159,0,0,0,0
61.13875507308893,39.53242726243117,5.047109397481013,0,0,0,0
67.39316550896339,21.413251561106193,7.082828315891573,0,0,0,0
23.71603301759982,31.354365036851863,5.761660767995439,0,0,0,0
68.60358815211507,19.9524408189935,6.849447888301963,0,0,0,0
33.64192989498332,29.133256364290247,5.44725379693618,0,0,0,0
25.20412743882236,26.598312167208405,4.784303721823354,0,0,0,0
95.91084298026666,39.300133240788426,7.9740362842071715,0,0,0,0
97.25056264596475,30.213181817411666,5.0467052777570975,0,0,0,1
84.67178784931689,23.73765930217047,7.959473478872184,0,0,0,0
44.36910153386965,17.852394622198332,7.9204797639825655,0,0,0,0
27.81376912051071,18.781170718373364,7.278363363678139,0,0,0,0
74.73864212097254,20.632923248780877,6.807980367286992,0,0,0,0
55.21219949916811,21.27416653350745,6.522324675878796,0,0,0,0
29.763058787582306,36.26540144602845,7.531355408822421,0,0,0,0
59.614152808901615,29.030569707063123,5.513038325668208,0,0,0,0
22.75108168921747,28.08477278435916,6.13688424369707,0,0,0,0
92.74563216630257,17.869221796730436,6.667864892782757,0,0,0,0
40.70239852800135,36.50349233373588,5.939166665543219,0,0,0,0
73.00178274831856,33.07035758021209,5.996202589315938,0,0,0,1
44.93688608715288,16.69170904750004,5.655996336257296,0,0,0,0
61.605441694224865,32.69587743074422,6.474811358395876,0,0,0,0
63.73682234746237,28.588455433566153,7.477010848052906,0,0,1,0
34.788356442042165,17.043133643669456,5.205349323022095,0,0,0,0
97.56677022116469,26.45751603821641,7.770515635637045,0,0,0,0
82.01062586888916,27.117407178251174,6.911806788118804,0,0,0,0
95.15991532513513,19.144363504081895,7.3814562443801055,0,0,0,0
91.5861880342119,38.64245367500706,6.446667424205041,0,0,0,0
67.83199830488681,36.24938428701655,7.228308454984222,0,0,0,0
93.74993880184934,31.725558433227707,4.5567013906881355,0,0,0,1
27.07940016415356,26.55738902501518,7.364331486728373,0,0,0,0
35.67862899353162,25.29413853961271,4.640486006798783,0,0,0,0
23.618183112843045,31.274336678773853,7.614696817270019,0,0,0,0
46.02642646106115,28.635796735172637,7.971869615335251,0,0,0,0
51.09418317515856,16.55682764704714,5.529236117618723,0,0,0,0
41.70792254191167,27.812566219258294,5.236114947000278,0,0,0,0
86.29900073215435,35.160090430820986,7.178771773503143,0,0,0,0
48.540266135487144,26.48099693992395,5.385592193220886,0,0,0,0
42.47476077499046,16.29891443885671,7.529468341102712,0,0,0,0
63.41568665265988,34.65695498460083,4.859949072551169,0,0,0,0
31.27393799798101,20.03409455339936,4.940843187327754,0,0,0,0
84.17575846032318,21.46552087220097,7.927030442852154,0,0,0,0
25.964051494381664,19.117658835807397,6.858436143945016,0,0,0,0
98.95095492804138,23.25537662178744,7.464105285501335,0,0,0,0
81.77958154373259,33.918787642215875,5.635152820730313,0,0,0,1
35.89725452273379,27.984646487598432,6.867693123322115,0,0,0,0
20.441769369888192,20.122031853767815,6.57984639558009,0,0,0,0
85.23691427638673,36.94575195380102,6.611025420430314,0,0,0,0
76.54858750780937,36.98954637378823,6.888863608382025,0,0,0,0
78.32057344327899,36.76446062615017,6.513757105951845,0,0,0,0
81.70162773487566,20.969905284538484,6.001718292559331,1,0,0,0
25.92357213872723,26.280983604524703,5.465729430331914,0,0,0,0
48.67725828354181,39.62474140352188,7.190034658196208,0,0,0,0
29.269524762010377,34.30031190774976,5.2919535050111515,0,0,0,0
89.04827407004748,15.679185530638996,6.92324007154045,0,0,0,0
69.86385014620464,16.6301147815123,5.316664879272643,0,0,0,0
46.471841988211935,26.598284420308318,6.688655594840588,0,0,0,0
25.084668022881893,37.730505146539,7.114773934951601,0,0,0,0
44.878585737252976,28.467544948817856,5.265498611172887,0,0,0,0
46.014665762139764,27.445312700857258,4.709801553014579,0,0,0,0
78.36849426704512,17.636842498915765,4.958408100479609,0,0,0,0
71.00459770841705,31.41950261810735,6.620989385448589,0,0,0,0
90.97701940610612,35.552579015005634,7.4730624217900745,0,0,0,0
57.777194012955945,24.510500187689058,4.6574888743239855,0,0,0,0
29.567539675064136,34.39029627313319,7.069529406645762,0,0,0,0
77.0595829778396,39.11191634752029,5.6946152608251825,0,0,0,1
80.8628038893518,20.094161478192227,6.174849294718329,1,0,0,0
64.9021758055597,28.083240779868532,7.75100842445948,0,0,0,0
81.67737439636488,22.178448952114387,5.66190026657546,1,0,0,0
59.50364770915126,34.821360475845985,6.1286792687882015,0,0,0,0
61.818626350559526,29.43983414702894,4.547888451662384,0,0,0,0
54.20328146868397,30.864560438757593,4.785595520016934,0,0,0,0
22.033530139527613,34.94785399039735,5.405070568971744,0,0,0,0
28.631314159464356,24.89926181656137,4.59748284287376,0,0,0,0
22.51433485493874,37.87725171017608,6.7098136411688785,0,0,0,0
70.91283290110243,28.3257216811535,5.992394248805679,0,0,0,0
45.148478486106136,18.9488705708837,6.418508209548078,0,0,0,0
60.685655293176225,32.397477954220065,5.111265150637154,0,0,0,0
92.60531791408744,34.83153376095636,5.535762103028157,0,0,0,1
39.94337833191,22.919041926688166,6.823385661984538,0,0,0,0
